scenario,time_s,usv_x_m,usv_y_m,heading_deg,speed_mps,yaw_rate_dps,obstacle_x_m,obstacle_y_m,distance_to_obstacle_m,risk,risk_class,command
crossing_right_to_left,17.4,1.4683,9.7456,-8.6729,0.8544,-0.9207,-3.7,8.0,5.4552,0.1543,LOW,HOLD_COURSE
crossing_right_to_left,17.6,1.4423,9.9142,-8.7944,0.8528,-0.6073,-3.8,8.0,5.5808,0.1554,LOW,HOLD_COURSE
crossing_right_to_left,17.8,1.416,10.0824,-8.8641,0.8513,-0.3486,-3.9,8.0,5.7093,0.1565,LOW,HOLD_COURSE
crossing_right_to_left,18.0,1.3898,10.2503,-8.8912,0.8496,-0.1355,-4.0,8.0,5.8407,0.1577,LOW,HOLD_COURSE
crossing_right_to_left,18.2,1.3636,10.4179,-8.8834,0.848,0.0393,-4.1,8.0,5.9747,0.1588,LOW,HOLD_COURSE
crossing_right_to_left,18.4,1.3375,10.5851,-8.8469,0.8463,0.1823,-4.2,8.0,6.1112,0.16,LOW,HOLD_COURSE
crossing_right_to_left,18.6,1.3117,10.7523,-8.7872,0.8459,0.2987,-4.3,8.0,6.2503,0.1602,LOW,HOLD_COURSE
crossing_right_to_left,18.8,1.286,10.92,-8.7086,0.8481,0.393,-4.4,8.0,6.392,0.1587,LOW,HOLD_COURSE
crossing_right_to_left,19.0,1.2605,11.0881,-8.6147,0.8502,0.4694,-4.5,8.0,6.5361,0.1572,LOW,HOLD_COURSE
crossing_right_to_left,19.2,1.2353,11.2567,-8.5085,0.8523,0.5308,-4.6,8.0,6.6826,0.1558,LOW,HOLD_COURSE
crossing_right_to_left,19.4,1.2104,11.4257,-8.3926,0.8545,0.5798,-4.7,8.0,6.8314,0.1543,LOW,HOLD_COURSE
crossing_right_to_left,19.6,1.1857,11.5953,-8.2689,0.8566,0.6183,-4.8,8.0,6.9825,0.1528,LOW,HOLD_COURSE
crossing_right_to_left,19.8,1.1614,11.7653,-8.1393,0.8587,0.6482,-4.9,8.0,7.1357,0.1514,LOW,HOLD_COURSE
crossing_right_to_left,20.0,1.1375,11.9358,-8.0051,0.8608,0.6708,-5.0,8.0,7.291,0.15,LOW,HOLD_COURSE
frontal_static_obstacle,0.0,0.0,0.1761,0.0,0.8803,0.0,0.0,9.0,8.8239,0.1365,LOW,HOLD_COURSE
frontal_static_obstacle,0.2,0.0,0.3521,0.0,0.8803,0.0,0.0,9.0,8.6479,0.1365,LOW,HOLD_COURSE
frontal_static_obstacle,0.4,0.0,0.5257,0.0,0.8679,0.0,0.0,9.0,8.4743,0.145,LOW,HOLD_COURSE
frontal_static_obstacle,0.6,0.0,0.6993,0.0,0.8679,0.0,0.0,9.0,8.3007,0.145,LOW,HOLD_COURSE
frontal_static_obstacle,0.8,0.0,0.8729,0.0,0.8679,0.0,0.0,9.0,8.1271,0.145,LOW,HOLD_COURSE
frontal_static_obstacle,1.0,0.0,1.0465,0.0,0.8679,0.0,0.0,9.0,7.9535,0.145,LOW,HOLD_COURSE
frontal_static_obstacle,1.2,0.0,1.22,0.0,0.8679,0.0,0.0,9.0,7.78,0.145,LOW,HOLD_COURSE
frontal_static_obstacle,1.4,0.0,1.3936,0.0,0.8679,0.0,0.0,9.0,7.6064,0.145,LOW,HOLD_COURSE
frontal_static_obstacle,1.6,0.0,1.5672,0.0,0.8679,0.0,0.0,9.0,7.4328,0.145,LOW,HOLD_COURSE
frontal_static_obstacle,1.8,0.0,1.7408,0.0,0.8679,0.0,0.0,9.0,7.2592,0.145,LOW,HOLD_COURSE
frontal_static_obstacle,2.0,0.0,1.9144,0.0,0.8679,0.0,0.0,9.0,7.0856,0.145,LOW,HOLD_COURSE
frontal_static_obstacle,2.2,0.0,2.0879,0.0,0.8679,0.0,0.0,9.0,6.9121,0.145,LOW,HOLD_COURSE
frontal_static_obstacle,2.4,0.0,2.2615,0.0,0.8679,0.0,0.0,9.0,6.7385,0.145,LOW,HOLD_COURSE
frontal_static_obstacle,2.6,0.0,2.4351,0.0,0.8679,0.0,0.0,9.0,6.5649,0.145,LOW,HOLD_COURSE
frontal_static_obstacle,2.8,0.0,2.6087,0.0,0.8679,0.0,0.0,9.0,6.3913,0.145,LOW,HOLD_COURSE
frontal_static_obstacle,3.0,0.0,2.7823,0.0,0.8679,0.0,0.0,9.0,6.2177,0.145,LOW,HOLD_COURSE
frontal_static_obstacle,3.2,0.0,2.9558,0.0,0.8679,0.0,0.0,9.0,6.0442,0.145,LOW,HOLD_COURSE
frontal_static_obstacle,3.4,0.0,3.1294,0.0,0.8679,0.0,0.0,9.0,5.8706,0.145,LOW,HOLD_COURSE
frontal_static_obstacle,3.6,0.0,3.303,0.0,0.8679,0.0,0.0,9.0,5.697,0.145,LOW,HOLD_COURSE
frontal_static_obstacle,3.8,0.0,3.4759,0.0,0.8646,0.0,0.0,9.0,5.5241,0.1476,LOW,HOLD_COURSE
frontal_static_obstacle,4.0,0.0,3.6451,0.0,0.8461,0.0,0.0,9.0,5.3549,0.1616,LOW,HOLD_COURSE
frontal_static_obstacle,4.2,0.0,3.8107,0.0,0.8276,0.0,0.0,9.0,5.1893,0.1754,LOW,HOLD_COURSE
frontal_static_obstacle,4.4,0.0006,3.9656,0.2164,0.7745,1.0822,0.0,9.0,5.0344,0.2137,LOW,HOLD_COURSE
frontal_static_obstacle,4.6,0.0018,4.1168,0.442,0.756,1.1277,0.0,9.0,4.8832,0.2271,LOW,HOLD_COURSE
frontal_static_obstacle,4.8,0.0035,4.2637,0.6755,0.7345,1.1679,0.0,9.0,4.7364,0.2423,LOW,HOLD_COURSE
frontal_static_obstacle,5.0,0.0058,4.4061,0.9137,0.7124,1.1906,0.0,9.0,4.5939,0.2578,LOW,HOLD_COURSE
frontal_static_obstacle,5.2,0.0085,4.5443,1.151,0.6912,1.1866,0.0,9.0,4.4557,0.2724,LOW,HOLD_COURSE
frontal_static_obstacle,5.4,0.0118,4.6818,1.3577,0.6875,1.0334,0.0,9.0,4.3182,0.2749,LOW,HOLD_COURSE
frontal_static_obstacle,5.6,0.0155,4.8187,1.5373,0.6846,0.898,0.0,9.0,4.1814,0.277,LOW,HOLD_COURSE
frontal_static_obstacle,5.8,0.0195,4.9537,1.7029,0.6756,0.828,0.0,9.0,4.0463,0.2832,LOW,HOLD_COURSE
frontal_static_obstacle,6.0,0.0238,5.0852,1.8691,0.6579,0.831,0.0,9.0,3.9148,0.2951,LOW,HOLD_COURSE
frontal_static_obstacle,6.2,0.0327,5.2128,3.9893,0.6394,10.6008,0.0,9.0,3.7873,0.3073,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,6.4,0.0461,5.3361,6.2377,0.6202,11.242,0.0,9.0,3.6642,0.3199,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,6.6,0.0641,5.4547,8.6221,0.5995,11.9224,0.0,9.0,3.5459,0.3332,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,6.8,0.0864,5.568,11.1489,0.5774,12.6336,0.0,9.0,3.4331,0.347,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,7.0,0.1129,5.6755,13.8251,0.5536,13.3812,0.0,9.0,3.3264,0.3615,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,7.2,0.1432,5.7766,16.6593,0.528,14.1708,0.0,9.0,3.2265,0.3765,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,7.4,0.1768,5.8709,19.6614,0.5003,15.0108,0.0,9.0,3.1341,0.392,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,7.6,0.2133,5.9575,22.8428,0.4701,15.9068,0.0,9.0,3.0499,0.4082,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,7.8,0.252,6.036,26.2168,0.4374,16.87,0.0,9.0,2.9747,0.4249,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,8.0,0.2919,6.1057,29.7941,0.4016,17.8864,0.0,9.0,2.909,0.4422,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,8.2,0.3345,6.1698,33.5858,0.385,18.9588,0.0,9.0,2.8499,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,8.4,0.3813,6.231,37.4291,0.385,19.2164,0.0,9.0,2.7951,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,8.6,0.4321,6.2889,41.2897,0.385,19.3032,0.0,9.0,2.7454,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,8.8,0.4867,6.3431,45.1677,0.385,19.39,0.0,9.0,2.7011,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,9.0,0.5449,6.3936,49.0631,0.385,19.4768,0.0,9.0,2.6628,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,9.2,0.6064,6.44,52.9753,0.385,19.5608,0.0,9.0,2.6309,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,9.4,0.6694,6.4841,55.0,0.385,19.6448,0.0,9.0,2.6034,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,9.6,0.7325,6.5283,55.0,0.385,19.7288,0.0,9.0,2.578,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,9.8,0.7956,6.5725,55.0,0.385,19.81,0.0,9.0,2.5546,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,10.0,0.8587,6.6166,55.0,0.385,19.8912,0.0,9.0,2.5333,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,10.2,0.9217,6.6608,55.0,0.385,19.9696,0.0,9.0,2.5143,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,10.4,0.9848,6.7049,55.0,0.385,20.0452,0.0,9.0,2.4974,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,10.6,1.0479,6.7491,55.0,0.385,20.1208,0.0,9.0,2.4828,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,10.8,1.111,6.7933,55.0,0.385,20.1516,0.0,9.0,2.4706,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,11.0,1.174,6.8374,55.0,0.385,20.104,0.0,9.0,2.4607,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,11.2,1.2371,6.8816,55.0,0.385,20.0256,0.0,9.0,2.4532,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,11.4,1.3002,6.9258,55.0,0.385,19.9444,0.0,9.0,2.448,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,11.6,1.3633,6.9699,55.0,0.385,19.8604,0.0,9.0,2.4453,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,11.8,1.4263,7.0141,55.0,0.385,19.7736,0.0,9.0,2.445,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,12.0,1.4894,7.0583,55.0,0.385,19.684,0.0,9.0,2.4472,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,12.2,1.5525,7.1024,55.0,0.385,19.5888,0.0,9.0,2.4517,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,12.4,1.6155,7.1466,55.0,0.385,19.4936,0.0,9.0,2.4587,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,12.6,1.6786,7.1908,55.0,0.385,19.3928,0.0,9.0,2.468,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,12.8,1.7417,7.2349,55.0,0.385,19.2892,0.0,9.0,2.4797,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,13.0,1.8048,7.2791,55.0,0.385,19.1828,0.0,9.0,2.4937,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,13.2,1.8678,7.3233,55.0,0.385,19.0764,0.0,9.0,2.51,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,13.4,1.9309,7.3674,55.0,0.385,18.9644,0.0,9.0,2.5286,0.45,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,13.6,1.9925,7.4105,55.0,0.3759,18.8496,0.0,9.0,2.5488,0.4829,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,13.8,2.0523,7.4524,55.0,0.3648,18.7348,0.0,9.0,2.5704,0.5163,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,14.0,2.11,7.4928,55.0,0.3527,18.6172,0.0,9.0,2.593,0.5468,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,14.2,2.1657,7.5318,55.0,0.3396,18.494,0.0,9.0,2.6164,0.5749,MEDIUM,TURN_RIGHT_SLOW
frontal_static_obstacle,14.4,2.1657,7.5318,49.4,0.0,-28.0,0.0,9.0,2.6164,0.6011,HIGH,STOP
frontal_static_obstacle,14.6,2.1657,7.5318,43.8,0.0,-28.0,0.0,9.0,2.6164,0.6262,HIGH,STOP
frontal_static_obstacle,14.8,2.1657,7.5318,38.2,0.0,-28.0,0.0,9.0,2.6164,0.6398,HIGH,STOP
frontal_static_obstacle,15.0,2.1657,7.5318,32.6,0.0,-28.0,0.0,9.0,2.6164,0.6378,HIGH,STOP
frontal_static_obstacle,15.2,2.1657,7.5318,27.0,0.0,-28.0,0.0,9.0,2.6164,0.6359,HIGH,STOP
frontal_static_obstacle,15.4,2.1657,7.5318,21.4,0.0,-28.0,0.0,9.0,2.6164,0.6339,HIGH,STOP
frontal_static_obstacle,15.6,2.1657,7.5318,15.9458,0.0,-27.271,0.0,9.0,2.6164,0.6321,HIGH,STOP
frontal_static_obstacle,15.8,2.1657,7.5318,11.4813,0.0,-22.3223,0.0,9.0,2.6164,0.6343,HIGH,STOP
frontal_static_obstacle,16.0,2.1657,7.5318,7.8317,0.0,-18.2483,0.0,9.0,2.6164,0.6545,HIGH,STOP
frontal_static_obstacle,16.2,2.1657,7.5318,4.8499,0.0,-14.909,0.0,9.0,2.6164,0.6902,HIGH,STOP
frontal_static_obstacle,16.4,2.1657,7.5318,2.4156,0.0,-12.1715,0.0,9.0,2.6164,0.7223,HIGH,STOP
frontal_static_obstacle,16.6,2.1657,7.5318,0.43,0.0,-9.9281,0.0,9.0,2.6164,0.7519,HIGH,STOP
frontal_static_obstacle,16.8,2.1657,7.5318,-1.1879,0.0,-8.0892,0.0,9.0,2.6164,0.7799,HIGH,STOP
frontal_static_obstacle,17.0,2.1657,7.5318,-2.5046,0.0,-6.5835,0.0,9.0,2.6164,0.8064,HIGH,STOP
frontal_static_obstacle,17.2,2.1657,7.5318,-3.5745,0.0,-5.3495,0.0,9.0,2.6164,0.832,HIGH,STOP
frontal_static_obstacle,17.4,2.1657,7.5318,-4.4424,0.0,-4.3397,0.0,9.0,2.6164,0.8365,HIGH,STOP
frontal_static_obstacle,17.6,2.1657,7.5318,-5.1451,0.0,-3.5137,0.0,9.0,2.6164,0.8388,HIGH,STOP
frontal_static_obstacle,17.8,2.1657,7.5318,-5.7128,0.0,-2.8385,0.0,9.0,2.6164,0.841,HIGH,STOP
frontal_static_obstacle,18.0,2.1657,7.5318,-6.1701,0.0,-2.2863,0.0,9.0,2.6164,0.8432,HIGH,STOP
frontal_static_obstacle,18.2,2.1657,7.5318,-6.5375,0.0,-1.837,0.0,9.0,2.6164,0.8453,HIGH,STOP
frontal_static_obstacle,18.4,2.1657,7.5318,-6.8365,0.0,-1.4951,0.0,9.0,2.6164,0.846,HIGH,STOP
frontal_static_obstacle,18.6,2.1657,7.5318,-7.0813,0.0,-1.2239,0.0,9.0,2.6164,0.8461,HIGH,STOP
frontal_static_obstacle,18.8,2.1657,7.5318,-7.2816,0.0,-1.0015,0.0,9.0,2.6164,0.8462,HIGH,STOP
frontal_static_obstacle,19.0,2.1657,7.5318,-7.4454,0.0,-0.8191,0.0,9.0,2.6164,0.8463,HIGH,STOP
frontal_static_obstacle,19.2,2.1657,7.5318,-7.5793,0.0,-0.6696,0.0,9.0,2.6164,0.8465,HIGH,STOP
frontal_static_obstacle,19.4,2.1657,7.5318,-7.6887,0.0,-0.547,0.0,9.0,2.6164,0.8466,HIGH,STOP
frontal_static_obstacle,19.6,2.1657,7.5318,-7.778,0.0,-0.4464,0.0,9.0,2.6164,0.8467,HIGH,STOP
frontal_static_obstacle,19.8,2.1657,7.5318,-7.8508,0.0,-0.364,0.0,9.0,2.6164,0.8468,HIGH,STOP
frontal_static_obstacle,20.0,2.1657,7.5318,-7.9101,0.0,-0.2963,0.0,9.0,2.6164,0.847,HIGH,STOP
no_obstacle,0.0,0.0,0.1761,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,0.2,0.0,0.3521,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,0.4,0.0,0.5282,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,0.6,0.0,0.7043,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,0.8,0.0,0.8803,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,1.0,0.0,1.0564,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,1.2,0.0,1.2325,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,1.4,0.0,1.4085,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,1.6,0.0,1.5846,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,1.8,0.0,1.7607,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,2.0,0.0,1.9367,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,2.2,0.0,2.1128,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,2.4,0.0,2.2889,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,2.6,0.0,2.4649,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,2.8,0.0,2.641,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,3.0,0.0,2.8171,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,3.2,0.0,2.9931,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,3.4,0.0,3.1692,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,3.6,0.0,3.3453,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,3.8,0.0,3.5213,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,4.0,0.0,3.6974,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,4.2,0.0,3.8735,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,4.4,0.0,4.0495,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,4.6,0.0,4.2256,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,4.8,0.0,4.4017,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,5.0,0.0,4.5777,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,5.2,0.0,4.7538,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,5.4,0.0,4.9298,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,5.6,0.0,5.1059,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,5.8,0.0,5.282,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,6.0,0.0,5.458,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,6.2,0.0,5.6341,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,6.4,0.0,5.8102,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,6.6,0.0,5.9862,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,6.8,0.0,6.1623,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,7.0,0.0,6.3384,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,7.2,0.0,6.5144,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,7.4,0.0,6.6905,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,7.6,0.0,6.8666,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,7.8,0.0,7.0426,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,8.0,0.0,7.2187,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,8.2,0.0,7.3948,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,8.4,0.0,7.5708,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,8.6,0.0,7.7469,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,8.8,0.0,7.923,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,9.0,0.0,8.099,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,9.2,0.0,8.2751,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,9.4,0.0,8.4512,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,9.6,0.0,8.6272,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,9.8,0.0,8.8033,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,10.0,0.0,8.9794,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,10.2,0.0,9.1554,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,10.4,0.0,9.3315,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,10.6,0.0,9.5076,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,10.8,0.0,9.6836,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,11.0,0.0,9.8597,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,11.2,0.0,10.0358,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,11.4,0.0,10.2118,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,11.6,0.0,10.3879,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,11.8,0.0,10.564,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,12.0,0.0,10.74,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,12.2,0.0,10.9161,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,12.4,0.0,11.0922,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,12.6,0.0,11.2682,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,12.8,0.0,11.4443,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,13.0,0.0,11.6204,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,13.2,0.0,11.7964,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,13.4,0.0,11.9725,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,13.6,0.0,12.1486,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,13.8,0.0,12.3246,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,14.0,0.0,12.5007,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,14.2,0.0,12.6768,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,14.4,0.0,12.8528,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,14.6,0.0,13.0289,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,14.8,0.0,13.205,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,15.0,0.0,13.381,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,15.2,0.0,13.5571,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,15.4,0.0,13.7331,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,15.6,0.0,13.9092,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,15.8,0.0,14.0853,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,16.0,0.0,14.2613,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,16.2,0.0,14.4374,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,16.4,0.0,14.6135,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,16.6,0.0,14.7895,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,16.8,0.0,14.9656,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,17.0,0.0,15.1417,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,17.2,0.0,15.3177,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,17.4,0.0,15.4938,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,17.6,0.0,15.6699,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,17.8,0.0,15.8459,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,18.0,0.0,16.022,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,18.2,0.0,16.1981,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,18.4,0.0,16.3741,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,18.6,0.0,16.5502,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,18.8,0.0,16.7263,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,19.0,0.0,16.9023,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,19.2,0.0,17.0784,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,19.4,0.0,17.2545,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,19.6,0.0,17.4305,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,19.8,0.0,17.6066,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
no_obstacle,20.0,0.0,17.7827,0.0,0.8803,0.0,,,,0.1365,LOW,HOLD_COURSE
side_safe_obstacle,0.0,0.0,0.1692,0.0,0.8461,0.0,-5.0,4.0,6.2988,0.1601,LOW,HOLD_COURSE
